sample_id,grid_id,city,city_code,timestamp_hour,airspace_class,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,wind_speed_mps,rainfall_mm_h,visibility_km,historical_alert_count_24h,computed_risk_score,risk_event_label,data_nature,source_basis
MF0003787,340100_G0368,合肥,340100,2026-06-07 10:00:00,管制空域,182.39,6.82,0.405,0.876,4.41,0.75,10.14,3,46.76,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003788,440100_G0059,广州,440100,2026-06-07 08:00:00,文旅体验区,912.95,0.07,0.764,0.689,2.9,0.25,3.4,3,42.72,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003789,320100_G0211,南京,320100,2026-06-05 06:00:00,适飞空域,1262.71,20.32,0.743,0.807,10.11,0.11,17.91,0,23.19,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003790,420100_G0373,武汉,420100,2026-06-03 08:00:00,管制空域,1591.03,0.0,0.364,0.862,8.39,0.79,9.41,4,62.29,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003791,440300_G0176,深圳,440300,2026-06-01 21:00:00,禁飞区,2696.82,33.44,0.833,0.611,1.06,0.06,10.99,2,91.69,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003792,500000_G0050,重庆,500000,2026-06-01 01:00:00,管制空域,2274.25,16.31,0.842,0.884,4.92,0.43,4.46,5,51.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003793,420100_G0215,武汉,420100,2026-06-07 19:00:00,文旅体验区,3779.75,2.31,0.438,0.697,5.29,1.21,9.49,1,45.81,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003794,320100_G0042,南京,320100,2026-06-05 03:00:00,禁飞区,1614.72,22.72,0.794,0.804,7.02,0.56,7.47,8,94.99,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003795,510100_G0033,成都,510100,2026-06-02 21:00:00,敏感目标保护区,1376.56,1.94,0.838,0.772,1.86,3.48,8.35,4,77.04,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003796,340100_G0039,合肥,340100,2026-06-02 23:00:00,适飞空域,880.38,9.79,0.598,0.883,2.4,0.06,10.4,3,27.36,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003797,441900_G0099,东莞,441900,2026-06-03 02:00:00,禁飞区,2002.92,40.74,0.727,0.854,2.75,0.09,8.01,4,90.99,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003798,350200_G0033,厦门,350200,2026-06-01 00:00:00,管制空域,506.17,3.71,0.336,0.843,4.02,0.04,7.41,4,61.11,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003799,441900_G0128,东莞,441900,2026-06-04 03:00:00,低空物流走廊,2158.3,5.56,0.645,0.672,3.65,0.12,6.76,0,35.03,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003800,440400_G0140,珠海,440400,2026-06-05 03:00:00,适飞空域,1178.25,49.68,0.598,0.955,4.21,0.41,6.83,1,35.26,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003801,320600_G0347,南通,320600,2026-06-06 09:00:00,低空物流走廊,1753.35,9.7,0.797,0.449,1.31,0.87,6.44,0,31.64,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003802,370200_G0068,青岛,370200,2026-06-02 16:00:00,适飞空域,2699.29,27.65,0.729,0.599,1.98,0.04,8.51,1,11.75,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003803,610100_G0451,西安,610100,2026-06-07 20:00:00,机场净空保护区,1764.77,11.38,0.789,0.728,2.81,0.35,10.16,4,73.02,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003804,320600_G0346,南通,320600,2026-06-03 05:00:00,敏感目标保护区,1133.93,5.2,0.756,0.859,4.77,0.19,10.35,1,64.67,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003805,610100_G0250,西安,610100,2026-06-03 17:00:00,适飞空域,1760.51,52.76,0.675,0.628,4.21,0.09,6.88,2,17.99,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003806,320600_G0106,南通,320600,2026-06-04 18:00:00,机场净空保护区,675.55,2.44,0.839,0.996,2.18,1.65,8.04,3,81.16,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003807,330100_G0431,杭州,330100,2026-06-01 00:00:00,机场净空保护区,1875.93,9.46,0.665,0.859,5.64,0.59,6.63,3,72.96,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003808,440100_G0408,广州,440100,2026-06-07 03:00:00,适飞空域,2097.16,0.6,0.641,0.597,1.55,1.19,6.84,0,20.01,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003809,510100_G0468,成都,510100,2026-06-02 07:00:00,适飞空域,6029.3,15.58,0.624,0.763,3.42,0.03,12.58,1,20.86,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003810,440400_G0004,珠海,440400,2026-06-07 11:00:00,管制空域,1348.36,4.08,0.387,0.813,4.22,0.23,6.64,1,64.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003811,410100_G0220,郑州,410100,2026-06-02 00:00:00,适飞空域,4300.81,13.71,0.938,0.86,2.16,0.06,9.17,0,11.69,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003812,610100_G0347,西安,610100,2026-06-04 12:00:00,适飞空域,309.59,8.76,0.76,0.743,2.28,0.93,8.73,0,25.88,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003813,410100_G0437,郑州,410100,2026-06-01 20:00:00,适飞空域,1949.2,24.97,0.891,0.912,3.73,0.87,8.63,2,18.57,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003814,310000_G0055,上海,310000,2026-06-04 12:00:00,适飞空域,1782.01,0.0,0.407,0.867,6.6,1.23,7.36,2,22.6,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003815,320500_G0024,苏州,320500,2026-06-06 07:00:00,适飞空域,2429.14,14.43,0.747,0.958,4.8,1.66,7.03,0,19.01,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003816,370200_G0407,青岛,370200,2026-06-01 13:00:00,适飞空域,2318.14,23.04,0.65,0.689,3.51,0.17,4.0,3,24.43,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003817,510100_G0034,成都,510100,2026-06-02 12:00:00,管制空域,779.68,5.31,0.796,0.576,6.33,0.33,5.96,1,57.4,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003818,441900_G0040,东莞,441900,2026-06-04 06:00:00,适飞空域,425.88,2.45,0.662,0.937,2.82,0.68,11.07,1,12.44,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003819,420100_G0094,武汉,420100,2026-06-03 03:00:00,管制空域,3770.6,8.47,0.796,0.869,7.03,1.62,8.65,6,66.01,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003820,500000_G0081,重庆,500000,2026-06-04 19:00:00,适飞空域,878.64,13.47,0.918,0.881,9.57,0.89,6.53,2,25.69,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003821,420100_G0349,武汉,420100,2026-06-01 15:00:00,敏感目标保护区,955.02,18.43,0.808,0.842,2.58,0.64,9.39,7,78.65,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003822,420100_G0064,武汉,420100,2026-06-01 21:00:00,管制空域,5086.05,28.85,0.692,0.656,6.94,0.34,7.55,1,39.54,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003823,370200_G0346,青岛,370200,2026-06-04 15:00:00,适飞空域,1451.78,37.29,0.92,0.928,5.01,1.97,7.01,0,22.62,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003824,440400_G0162,珠海,440400,2026-06-07 13:00:00,机场净空保护区,1357.15,61.62,0.828,0.751,1.98,0.0,7.76,2,70.69,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003825,440400_G0013,珠海,440400,2026-06-03 14:00:00,低空物流走廊,1968.52,2.5,0.751,0.9,5.43,0.45,13.2,0,16.81,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003826,420100_G0121,武汉,420100,2026-06-01 17:00:00,适飞空域,2433.12,13.33,0.906,0.651,5.06,0.93,7.48,0,8.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003827,500000_G0178,重庆,500000,2026-06-03 01:00:00,敏感目标保护区,2729.83,21.1,0.503,0.846,4.32,0.26,6.57,4,75.83,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003828,440400_G0202,珠海,440400,2026-06-02 08:00:00,适飞空域,2429.44,6.4,0.653,0.671,3.27,0.53,8.0,4,15.52,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003829,430100_G0432,长沙,430100,2026-06-01 15:00:00,敏感目标保护区,456.92,13.72,0.506,0.979,4.88,0.31,7.03,3,84.75,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003830,441900_G0417,东莞,441900,2026-06-07 17:00:00,管制空域,1182.5,17.67,0.705,0.658,7.0,0.5,6.23,2,59.43,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003831,440100_G0038,广州,440100,2026-06-02 11:00:00,低空物流走廊,3889.79,30.93,0.817,0.579,1.04,1.15,5.41,2,29.22,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003832,320500_G0401,苏州,320500,2026-06-03 00:00:00,适飞空域,1258.87,7.94,0.327,0.591,5.95,0.06,5.02,2,46.01,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003833,440100_G0474,广州,440100,2026-06-05 00:00:00,适飞空域,220.88,23.36,0.994,0.957,1.58,1.07,8.93,0,11.61,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003834,441900_G0443,东莞,441900,2026-06-06 02:00:00,适飞空域,2796.87,14.5,0.729,0.783,1.38,0.94,8.7,0,14.34,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003835,500000_G0306,重庆,500000,2026-06-04 16:00:00,管制空域,413.69,9.87,0.826,0.62,2.5,0.12,4.48,0,45.24,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003836,340100_G0059,合肥,340100,2026-06-07 00:00:00,适飞空域,1209.23,17.63,0.96,0.891,3.84,0.13,6.43,1,17.99,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003837,610100_G0365,西安,610100,2026-06-05 06:00:00,管制空域,2908.06,3.24,0.735,0.809,4.41,0.46,9.97,2,68.2,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003838,340100_G0342,合肥,340100,2026-06-04 04:00:00,管制空域,2552.32,13.19,0.951,0.719,0.74,0.05,7.99,1,50.2,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003839,420100_G0325,武汉,420100,2026-06-06 19:00:00,适飞空域,2481.64,1.86,0.803,0.919,2.84,0.27,10.59,1,23.49,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003840,410100_G0268,郑州,410100,2026-06-01 16:00:00,管制空域,781.45,26.15,0.78,0.593,3.93,0.3,5.42,1,59.96,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003841,370200_G0073,青岛,370200,2026-06-02 09:00:00,适飞空域,1574.21,6.75,0.838,0.842,3.18,1.8,12.96,0,19.87,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003842,440300_G0278,深圳,440300,2026-06-02 13:00:00,禁飞区,2647.97,10.06,0.741,0.805,4.51,0.56,10.55,7,100.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003843,330100_G0215,杭州,330100,2026-06-07 17:00:00,机场净空保护区,3300.58,19.12,0.838,0.866,3.04,0.19,3.44,4,79.48,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003844,370200_G0021,青岛,370200,2026-06-04 06:00:00,敏感目标保护区,554.8,12.8,0.705,0.667,5.59,0.63,9.29,3,73.98,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003845,320600_G0224,南通,320600,2026-06-04 23:00:00,禁飞区,440.23,23.79,0.784,0.863,1.71,1.7,8.54,4,99.06,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003846,410100_G0276,郑州,410100,2026-06-07 10:00:00,适飞空域,641.87,13.44,0.929,0.876,0.99,1.69,5.82,1,40.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003847,340100_G0185,合肥,340100,2026-06-07 12:00:00,适飞空域,1664.09,38.45,0.668,0.611,3.62,0.29,11.12,3,35.91,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003848,460100_G0221,海口,460100,2026-06-06 09:00:00,管制空域,2874.26,18.4,0.576,0.669,4.85,0.26,9.32,2,61.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003849,320100_G0296,南京,320100,2026-06-02 06:00:00,敏感目标保护区,2543.28,9.39,0.851,0.584,4.1,0.33,7.56,4,61.08,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003850,441900_G0216,东莞,441900,2026-06-01 06:00:00,适飞空域,4128.91,24.36,0.691,0.845,5.15,0.2,8.73,2,16.88,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003851,330100_G0159,杭州,330100,2026-06-03 15:00:00,适飞空域,1865.01,14.92,0.819,0.957,5.58,0.13,6.47,1,19.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003852,110000_G0489,北京,110000,2026-06-06 10:00:00,适飞空域,374.23,25.34,0.661,0.77,4.83,0.83,6.5,0,25.0,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003853,420100_G0354,武汉,420100,2026-06-03 18:00:00,适飞空域,1680.31,6.28,0.918,0.68,1.09,0.51,3.16,0,9.44,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003854,330100_G0278,杭州,330100,2026-06-01 16:00:00,文旅体验区,280.64,10.82,0.734,0.781,2.67,0.03,12.37,0,1.54,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003855,370200_G0136,青岛,370200,2026-06-06 22:00:00,适飞空域,3821.45,11.83,0.815,0.959,0.89,1.04,4.14,3,30.3,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003856,350200_G0055,厦门,350200,2026-06-05 11:00:00,低空物流走廊,306.08,10.37,0.48,0.818,1.37,0.17,2.62,2,32.61,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003857,320500_G0082,苏州,320500,2026-06-01 21:00:00,低空物流走廊,1190.18,20.45,0.771,0.842,5.71,0.11,10.14,2,29.18,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003858,320100_G0021,南京,320100,2026-06-05 21:00:00,管制空域,4264.64,3.45,0.741,0.842,3.7,2.6,11.79,3,47.3,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0003859,320600_G0057,南通,320600,2026-06-07 04:00:00,适飞空域,726.87,18.24,0.766,0.6,2.62,0.18,7.58,0,19.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
